"Thrust Speed Average, mm/min",USCSID,lv,Nvalue,"Total thrust force, MN",[99] Average shield jack stroke,"No.1 Screw revolution, min-1","Cutter Torque, MN-m","No.1 Screw Torque, MN-m",[58] Cutter Speed,[66] No.1 Gate stroke,"Soil Pressure, kPa",[628] Thrust Num Selected
52,6,20.88,19.25,23.141,924,7.4,5.124,1.018,0.5,30,270.5,22
52,3,28.76,6.57,28.214,631,7.4,5.063,1.088,0.5,30,278.5,23
52,6,20.86,19.25,24.299,1102,7.4,5.086,1.096,0.5,25,295.5,20
52,3,28.45,11.8,27.812,1920,7.4,5.286,0.969,0.5,36,276,22
52,3,28.45,11.8,27.138,1647,7.4,5.296,0.99,0.5,35,278,23
52,6,20.86,19.25,23.345,1843,7.4,5.235,1.087,0.5,25,282,20
52,3,28.45,11.8,28.037,1760,7.4,5.264,0.961,0.5,36,274.5,22
52,6,20.88,19.25,22.44,1425,7.4,5.055,0.988,0.5,30,278,22
52,3,28.76,6.57,27.342,612,7.4,5.019,1.053,0.5,30,278.5,23
52,3,28.78,6.57,27.823,641,7.4,5.389,1.159,0.5,31,291,23
52,5,17.71,8.33,21.284,1975,7.4,5.006,1.088,0.5,40,279.5,22
52,6,20.87,19.25,24.947,822,7.4,5.011,1.108,0.5,29,289,21
52,3,28.06,7,29.729,1594,7.5,5.023,1.079,0.5,44,292,24
52,6,20.86,19.25,23.882,1202,7.5,5.101,1.093,0.5,25,281.5,20
52,3,28.45,11.8,27.023,1507,7.5,5.377,1.021,0.5,35,281,23
52,6,20.86,19.25,23.872,962,7.5,5.048,1.1,0.5,25,279.5,20
52,6,20.88,19.25,22.33,1565,7.5,5.087,1.007,0.5,30,271.5,22
52,6,20.88,19.25,22.373,1545,7.5,5.095,0.995,0.5,30,275.5,22
52,5,17.93,8.33,21.621,1755,7.5,5.121,1.066,0.5,40,280.5,23
52,3,28.45,11.8,28.543,1960,7.5,5.334,1.038,0.5,36,278,22
52,6,20.87,19.25,23.124,797,7.5,4.909,1.049,0.5,46,271.5,21
52,3,28.45,11.8,27.452,1887,7.5,5.338,1.013,0.5,35,286,23
52,3,28.45,11.8,27.484,1947,7.5,5.382,1.014,0.5,35,283.5,23
52,3,28.45,11.8,27.461,1907,7.5,5.311,0.99,0.5,35,285,23
52,3,28.78,6.57,28.903,863,7.5,5.363,0.982,0.5,31,276.5,24
52,6,20.88,19.25,22.327,1644,7.5,5.081,1.007,0.5,30,273.5,22
52,3,28.45,11.8,27.691,2120,7.5,5.362,0.991,0.5,36,265,22
52,3,28.45,11.8,28.105,2126,7.5,5.39,1.033,0.5,35,282,23
52,3,29.92,6.43,27.372,1286,7.5,5.781,1.258,0.5,100,304.5,25
52,3,28.77,6.57,26.323,1038,7.5,5.207,1.04,0.5,29,285.5,23
52,6,22.63,4.71,23.301,1444,7.5,5.814,1.198,0.5,53,401,17
52,6,22.63,4.71,26.334,644,7.5,5.454,1.201,0.5,53,408.5,17
52,3,28.45,11.8,28.373,1980,7.5,5.301,1.046,0.5,36,278,22
52,6,20.88,19.25,22.118,1866,7.5,5.102,0.976,0.5,30,269.5,22
52,5,17.93,8.33,21.844,1053,7.5,5.106,1.009,0.5,40,279.5,23
52,5,24.56,5.14,21.27,2027,7.5,5.62,1.159,0.5,53,397.5,21
52,6,20.87,19.25,23.001,1636,7.5,5.008,1.039,0.5,30,285.5,22
52,5,17.93,8.33,22.178,1856,7.5,5.103,1.027,0.5,40,293.5,23
52,6,28.54,5.13,28.161,1181,7.5,5.955,0.99,0.5,40,292,23
52,6,20.87,19.25,22.301,1398,7.5,4.831,0.997,0.5,46,273,22
52,6,20.87,19.25,22.436,1417,7.5,4.886,1.007,0.5,46,271,22
52,6,20.87,19.25,24.054,857,7.5,5.026,0.97,0.5,46,284,21
52,6,20.87,19.25,22.708,1656,7.5,5.044,1.031,0.5,30,276,22
52,3,28.77,6.57,25.804,1019,7.5,5.156,1.061,0.5,29,288,23
52,3,28.76,6.57,29.527,752,7.5,5.441,1.085,0.5,30,287.5,24
52,6,20.88,19.25,22.647,1225,7.5,5.085,0.999,0.5,30,274.5,22
52,6,20.88,19.25,22.29,1725,7.5,5.097,0.971,0.5,30,272.5,22
52,6,20.87,19.25,24.301,763,7.5,5.043,1.062,0.5,29,288,20
52,5,17.93,8.33,22.23,793,7.5,5.096,1.039,0.5,40,284,23
52,5,24.57,1.71,16.195,777,7.5,5.103,0.577,0.5,50,221.5,22
52,6,20.88,19.25,22.571,1285,7.5,5.115,0.994,0.5,30,269.5,22
52,6,20.87,19.25,22.641,756,7.5,5.091,0.994,0.5,30,263.5,22
52,3,28.77,6.57,26.393,1098,7.5,5.243,1.064,0.5,29,296.5,23
52,6,15.08,5.25,19.493,1891,7.5,5.844,1.122,0.5,100,274.5,21
52,3,29.92,6.43,28.262,747,7.5,5.916,1.252,0.5,100,297,25
52,6,20.87,19.25,22.955,2018,7.5,4.846,1.03,0.5,46,271,22
52,6,20.87,19.25,22.582,1477,7.5,4.886,0.994,0.5,46,267,22
52,6,20.87,19.25,23.348,836,7.5,5.037,0.974,0.5,30,274.5,22
52,3,28.77,6.57,31.513,678,7.6,5.288,1.203,0.5,29,309,24
52,5,17.93,8.33,22.531,1194,7.6,5.108,1.039,0.5,40,281,23
52,3,28.76,6.57,27.267,1433,7.6,5.166,1.003,0.5,30,269.5,25
52,6,20.87,19.25,22.539,1438,7.6,4.934,1.008,0.5,46,270.5,22
52,6,20.88,19.25,22.475,1304,7.6,5.107,0.984,0.5,30,271.5,22
52,6,20.87,19.25,21.98,1618,7.6,4.951,0.999,0.5,46,262.5,22
52,6,22.63,4.71,25.106,886,7.6,5.432,1.273,0.5,53,409,17
52,3,29.8,6.43,24.815,962,7.6,5.268,0.998,0.5,40,285,23
52,6,20.87,19.25,24.021,897,7.6,5.018,1.054,0.5,46,281.5,21
52,6,26.59,3.71,21.471,881,7.6,5.138,0.859,0.5,47,270.5,21
52,3,28.77,6.57,27.084,1138,7.6,5.267,1.041,0.5,29,283,23
52,3,28.77,6.57,27.585,1258,7.6,5.344,1.077,0.5,29,284.5,23
52,5,24.55,5.14,20.445,1289,7.6,5.716,1.096,0.5,53,394,21
52,3,29.8,6.43,24.734,942,7.6,5.181,0.993,0.5,40,282,23
52,5,17.93,8.33,21.906,1253,7.6,5.109,1.005,0.5,40,276.5,23
52,3,28.76,6.57,27.765,1494,7.6,5.21,1.041,0.5,30,269,25
52,6,20.87,19.25,22.605,1498,7.6,4.902,0.985,0.5,46,271.5,22
52,6,20.87,19.25,23.293,856,7.6,5.044,0.981,0.5,30,275.5,22
52,5,17.93,8.33,21.166,1595,7.6,5.181,1.061,0.5,40,283.5,23
52,3,28.77,6.57,27.429,1158,7.6,5.32,1.079,0.5,29,285.5,23
52,6,20.87,19.25,22.549,1697,7.6,5.016,0.994,0.5,30,274.5,22
52,6,20.87,19.25,23.386,715,7.6,5.091,1.047,0.5,30,279,22
52,3,29.56,6.43,24.73,1722,7.6,5.129,1.046,0.5,38,283,19
52,3,29.56,6.43,24.121,1623,7.6,5.265,1.025,0.5,38,285.5,20
52,6,20.87,19.25,23.957,916,7.6,5.043,1.034,0.5,46,278,21
52,5,17.93,8.33,22.113,1173,7.6,5.105,0.998,0.5,40,276,23
52,6,20.87,19.25,22.54,1538,7.6,4.929,1.023,0.5,46,265.5,22
52,6,20.87,19.25,22.447,1678,7.6,4.97,0.987,0.5,46,272.5,22
52,5,24.55,5.14,21.848,850,7.6,5.604,1.228,0.5,53,404,21
52,3,28.77,6.57,29.17,1758,7.6,5.365,1.084,0.5,29,283.5,24
52,6,20.87,19.25,22.458,1698,7.6,4.954,0.975,0.5,46,270.5,22
52,5,17.93,8.33,21.441,1434,7.6,5.17,1.05,0.5,40,286,23
52,3,28.77,6.57,29.219,1738,7.6,5.286,1.083,0.5,29,286,24
52,3,28.77,6.57,27.525,1298,7.6,5.338,1.078,0.5,29,292.5,23
52,6,20.87,19.25,22.174,1718,7.6,4.948,0.998,0.5,46,266.5,22
52,3,28.77,6.57,28.297,1499,7.6,5.278,1.029,0.5,29,284,23
52,6,20.87,19.25,23.106,2078,7.6,4.917,1.005,0.5,46,270.5,22
52,6,20.87,19.25,22.086,1556,7.6,4.985,0.986,0.5,30,267,22
52,6,20.87,19.25,23.256,957,7.6,5.051,1.008,0.5,30,274.5,22
52,3,28.77,6.57,27.588,1278,7.6,5.422,1.08,0.5,29,285,23
52,6,20.87,19.25,23.522,896,7.6,5.051,1.002,0.5,30,279.5,22
52,3,28.77,6.57,27.49,1238,7.6,5.277,1.071,0.5,29,283,23
52,3,28.77,6.57,28.823,1519,7.6,5.308,1.032,0.5,29,278,23
52,3,28.77,6.57,28.746,1658,7.6,5.268,1.056,0.5,29,282,23
52,3,28.76,6.57,27.71,1714,7.6,5.336,1.017,0.5,30,265,25
52,3,28.77,6.57,27.871,1319,7.7,5.384,1.058,0.5,29,284,23
52,6,20.87,19.25,23.271,936,7.7,5.055,1.001,0.5,30,269,22
52,6,20.87,19.25,23.348,877,7.7,5.058,0.988,0.5,30,274.5,22
52,3,28.77,6.57,26.881,977,7.7,5.196,1.05,0.5,29,287,23
52,5,17.93,8.33,22.826,872,7.7,5.088,1.028,0.5,40,279.5,23
52,6,20.87,19.25,22.429,1557,7.7,4.957,1,0.5,46,266.5,22
52,6,20.87,19.25,23.965,957,7.7,5.007,0.989,0.5,46,286,21
52,3,28.76,6.57,28.046,1674,7.7,5.3,1.006,0.5,30,267,25
52,6,20.87,19.25,22.317,1496,7.7,4.986,0.988,0.5,30,271.5,22
52,6,26.63,3.71,20.686,932,7.7,5.163,0.886,0.5,48,256.5,20
52,3,28.06,7,29.106,1635,7.7,4.893,1.058,0.5,44,288,24
52,6,20.87,19.25,22.789,1236,7.7,4.981,0.992,0.5,30,276.5,22
52,6,20.87,19.25,22.303,1516,7.7,4.965,0.986,0.5,30,272,22
52,6,20.87,19.25,22.367,1456,7.7,4.979,1.012,0.5,30,277,22
52,6,20.87,19.25,22.792,1256,7.7,5.042,0.994,0.5,30,277.5,22
52,3,28.76,6.57,27.716,1874,7.7,5.281,0.996,0.5,30,267,25
52,3,29.92,6.43,26.672,1327,7.7,5.683,1.26,0.5,100,298,25
52,5,17.42,8.33,21.06,1521,7.7,4.929,1.012,0.5,43,279,21
52,6,20.86,19.25,25.312,641,7.7,4.97,1.144,0.5,24,298.5,20
52,5,24.54,5.14,21.575,845,7.7,5.604,1.358,0.5,53,406,21
52,3,28.76,6.57,28.329,608,7.7,5.629,0.99,0.5,30,282.5,24
52,3,28.76,6.57,27.887,1975,7.7,5.242,0.964,0.5,30,263.5,24
52,3,28.06,7,28.43,1913,7.7,4.93,1.018,0.5,44,279,24
52,3,28.06,7,28.813,1793,7.8,4.939,1.048,0.5,44,279,24
52,3,28.06,7,29.459,2134,7.8,4.943,1.021,0.5,44,272,24
52,3,28.06,7,28.481,1853,7.8,4.914,1.04,0.5,44,274.5,24
52,6,20.87,19.25,22.328,1376,7.8,4.991,0.969,0.5,30,268.5,22
52,6,20.87,19.25,22.862,1295,7.8,5.019,1.001,0.5,30,270,22
52,5,27.39,4,22.309,1273,7.8,5.249,0.861,0.5,47,273,21
52,3,27.92,7,28.167,781,7.8,5.402,0.926,0.5,100,274.5,24
52,3,28.76,6.57,28.903,627,7.8,5.627,1.077,0.5,30,282.5,24
52,3,27.92,7,27.807,861,7.8,5.409,0.881,0.5,100,263.5,24
52,5,17.36,8.33,21.286,2075,7.8,4.958,1.016,0.5,46,278,22
52,5,27.39,4,22.108,1733,7.8,5.379,0.827,0.5,47,270,21
52,5,27.39,4,22.509,893,7.8,5.363,0.872,0.5,47,259,20
52,5,17.93,8.33,21.546,1736,7.8,5.12,1.081,0.5,40,280,23
52,3,28.76,6.57,28.988,887,7.8,5.449,0.986,0.5,30,300,24
52,5,17.48,8.33,21.232,1043,7.8,4.853,1.013,0.5,37,283.5,21
52,5,17.93,8.33,21.666,1656,7.8,5.06,1.055,0.5,40,282.5,23
52,5,17.42,8.33,21.922,1100,7.9,4.893,1.011,0.5,43,278.5,21
52,5,17.93,8.33,22.36,992,7.9,5.072,1.048,0.5,40,278,23
52,6,20.87,19.25,22.497,1938,7.9,4.898,1.008,0.5,46,263,22
52,2,28.79,13.17,25.868,1133,7.9,5.746,1.011,0.5,99,310,23
52,5,17.93,8.33,23.227,912,7.9,5.099,1.056,0.5,40,288,23
52,3,29.56,6.43,23.683,1363,7.9,5.309,1.005,0.5,38,271,19
52,6,20.87,19.25,22.836,736,7.9,5.116,1.015,0.5,30,266,22
52,6,20.87,19.25,23.339,656,7.9,4.891,1.029,0.5,46,272,21
52,5,24.76,1.71,19.879,1054,7.9,5.611,1.162,0.5,60,383.5,20
52,6,18.34,10.38,19.23,2079,7.9,4.76,0.792,0.5,43,279,21
52,6,20.87,19.25,23.648,1036,7.9,5.039,1.018,0.5,46,288.5,21
52,5,17.42,8.33,21.844,1120,8,4.85,1.009,0.5,43,279,21
52,6,28.54,5.13,28.657,939,8,5.813,0.911,0.5,40,293,23
52,6,20.87,19.25,23.328,717,8,5.001,1.08,0.5,46,271.5,21
52,5,17.42,8.33,21.068,1441,8,4.808,1.029,0.5,43,280,21
52,5,24.39,1.71,16.757,741,8,5.132,0.683,0.5,35,233,21
52,5,17.42,8.33,20.996,1461,8,4.891,1.042,0.5,43,279.5,21
52,6,20.87,19.25,22.974,596,8,4.914,1.051,0.5,46,263,21
52,6,26.63,3.71,19.996,892,8,5.162,0.849,0.5,48,246.5,20
52,6,18.34,10.38,17.792,616,8,4.682,0.774,0.5,43,268,22
52,5,17.71,8.33,21.84,1273,8,4.948,1.024,0.5,40,283,22
52,3,28.77,6.57,28.984,1938,8,5.514,1.077,0.5,29,294,24
52,5,17.36,8.33,22.213,915,8,4.725,1.003,0.5,46,282,21
52,5,17.48,8.33,22.131,803,8,4.856,1.112,0.5,37,291.5,21
52,6,20.87,19.25,23.004,1943,8,4.781,0.99,0.5,43,268,21
52,3,29.56,6.43,24.425,1023,8,5.269,1.017,0.5,38,273,20
52,5,17.42,8.33,21.341,1622,8,4.891,1.095,0.5,43,286,21
52,6,15.08,5.25,19.602,1871,8,5.856,1.139,0.5,100,280,21
52,5,17.71,8.33,21.036,1233,8,4.855,0.984,0.5,40,271,22
52,5,17.71,8.33,21.153,1414,8,4.931,1.047,0.5,40,286.5,22
52,5,17.42,8.33,21.173,1662,8.1,5.006,1.04,0.5,43,285.5,21
52,6,22.63,4.71,25.899,707,8.1,5.435,1.327,0.5,53,408,17
52,3,28.77,6.57,31.097,777,8.1,5.335,1.087,0.5,29,299.5,24
52,5,17.71,8.33,21.531,1334,8.1,4.907,1.051,0.5,40,289,22
52,5,17.42,8.33,21.557,1822,8.1,4.831,1.029,0.5,43,286.5,21
52,5,17.42,8.33,21.086,1581,8.1,4.945,1.008,0.5,43,280,21
52,5,17.71,8.33,21.491,1373,8.1,4.975,1.071,0.5,40,289,22
52,3,28.76,6.57,28.646,907,8.1,5.451,1.018,0.5,30,297,24
52,6,26.65,3.71,21.395,1135,8.1,5.171,0.939,0.5,50,275.5,23
52,3,28.77,6.57,31.424,698,8.1,5.38,1.111,0.5,29,305.5,24
52,3,28.77,6.57,31.325,758,8.1,5.386,1.089,0.5,29,295.5,24
52,5,17.71,8.33,21.562,1353,8.1,4.849,1.069,0.5,40,285.5,22
52,5,17.42,8.33,21.162,1682,8.1,4.92,1.02,0.5,43,283.5,21
52,5,17.42,8.33,21.016,1561,8.1,4.864,1.018,0.5,43,281,21
52,5,17.71,8.33,21.584,1715,8.1,4.999,1.069,0.5,40,294.5,22
52,5,17.71,8.33,21.118,1494,8.1,4.911,1.067,0.5,40,284,22
52,5,17.42,8.33,21.504,1862,8.1,4.916,1.016,0.5,43,287,21
52,5,17.71,8.33,21.295,1735,8.1,5.006,1.12,0.5,40,291,22
52,3,28.76,6.57,28.864,927,8.1,5.435,0.997,0.5,30,283.5,24
52,5,17.42,8.33,20.988,1722,8.1,4.985,1.026,0.5,43,284,21
52,6,20.87,19.25,22.899,1197,8.1,4.893,1.037,0.5,46,272.5,22
52,3,29.56,6.43,24.849,1183,8.1,5.22,1.049,0.5,38,282.5,20
52,6,20.87,19.25,22.411,1338,8.1,4.944,0.978,0.5,46,272,22
52,5,17.48,8.33,21.269,1623,8.1,5.017,1.039,0.5,37,285,21
52,3,28.76,6.57,29.017,987,8.1,5.571,1.077,0.5,30,292.5,24
52,6,18.23,10.38,17.648,616,8.1,4.937,0.822,0.5,36,256,21
52,5,17.42,8.33,20.996,1782,8.1,4.946,0.986,0.5,43,281.5,21
52,5,17.48,8.33,21.699,1843,8.1,5.022,1.113,0.5,37,300.5,21
52,5,17.42,8.33,21.63,1882,8.1,4.857,1.062,0.5,43,285.5,21
52,5,17.42,8.33,21.913,2102,8.1,4.94,1.059,0.5,43,289,21
52,5,17.48,8.33,21.502,1683,8.1,5.023,1.05,0.5,37,287,21
52,5,17.48,8.33,21.755,1883,8.1,5.037,1.091,0.5,37,300.5,21
52,5,17.48,8.33,21.602,1703,8.1,5.042,1.081,0.5,37,283,21
52,6,26.6,3.71,21.713,1423,8.1,5.044,0.954,0.5,49,291,19
52,6,20.87,19.25,22.605,1117,8.1,5.005,1.015,0.5,46,265,21
52,5,17.42,8.33,21.551,1901,8.2,4.918,1.069,0.5,43,287,21
52,6,20.87,19.25,22.948,1096,8.2,5.029,1.039,0.5,46,272.5,21
52,5,17.48,8.33,21.524,1663,8.2,5.047,1.018,0.5,37,282.5,21
52,3,29.56,6.43,24.268,1382,8.2,5.353,1.045,0.5,38,278.5,19
52,6,20.87,19.25,22.772,1317,8.2,4.944,0.991,0.5,46,271.5,22
52,3,28.77,6.57,31.225,738,8.2,5.382,1.043,0.5,29,292,24
52,6,18.34,10.38,18.638,1638,8.2,4.776,0.812,0.5,43,271.5,22
52,5,17.71,8.33,21.165,1855,8.2,4.98,1.09,0.5,40,288,22
52,5,17.42,8.33,21.478,940,8.2,4.88,1.023,0.5,43,271.5,21
52,5,17.42,8.33,21.683,1961,8.2,4.914,1.035,0.5,43,291,21
52,5,17.71,8.33,21.436,2094,8.2,4.95,1.059,0.5,40,273.5,22
52,5,17.71,8.33,21.543,2074,8.2,4.973,1.015,0.5,40,279,22
52,6,20.87,19.25,22.554,1137,8.2,4.999,0.998,0.5,46,263,21
52,6,26.65,3.71,20.793,1436,8.2,5.096,0.915,0.5,50,270.5,23
52,5,17.48,8.33,21.306,1482,8.2,4.993,1.058,0.5,37,294.5,21
52,5,17.42,8.33,21.78,1982,8.2,4.94,1.016,0.5,43,290,21
52,5,17.48,8.33,21.583,1783,8.2,5.059,1.067,0.5,37,295,21
52,3,29.56,6.43,24.829,1742,8.2,5.142,1.074,0.5,38,287,19
52,3,28.76,6.57,27.781,1233,8.2,5.179,0.998,0.5,30,262.5,25
52,3,29.56,6.43,24.124,1841,8.2,5.08,1.006,0.5,38,281,19
52,6,26.65,3.71,21.827,954,8.2,5.122,0.95,0.5,50,276,23
52,3,28.76,6.57,27.201,1313,8.2,5.217,1.001,0.5,30,260,25
52,3,28.76,6.57,28.359,1307,8.2,5.324,1.046,0.5,30,274.5,24
52,6,26.63,3.71,20.981,970,8.2,5.221,0.88,0.5,48,267.5,20
52,5,17.71,8.33,21.122,1935,8.2,5.01,1.094,0.5,40,283.5,22
52,3,28.76,6.57,28.819,852,8.2,5.358,0.964,0.5,30,269.5,24
52,6,20.87,19.25,23.133,1784,8.2,4.729,1.034,0.5,43,278,21
52,2,28.79,13.17,28.631,972,8.2,5.777,1.047,0.5,95,302.5,21
52,5,17.93,8.33,22.465,1113,8.2,5.115,0.996,0.5,40,287.5,23
52,3,28.76,6.57,28.325,1072,8.2,5.213,0.954,0.5,30,272,24
52,3,29.92,6.43,24.548,903,8.2,5.229,1.054,0.5,40,281,22
52,3,29.92,6.43,24.425,963,8.2,5.186,1.026,0.5,40,282,22
52,3,28.76,6.57,28.618,892,8.2,5.384,0.988,0.5,30,277,24
52,3,28.76,6.57,27.496,1293,8.3,5.192,1.011,0.5,30,265.5,25
52,3,29.92,6.43,24.549,923,8.3,5.229,1.038,0.5,40,280,22
52,3,28.76,6.57,28.803,932,8.3,5.331,1.003,0.5,30,266.5,24
52,3,28.76,6.57,28.812,912,8.3,5.323,0.983,0.5,30,268,24
52,5,17.71,8.33,21.242,1915,8.3,4.974,1.086,0.5,40,283.5,22
52,5,27.39,4,22.009,2014,8.3,5.335,0.837,0.5,47,270,22
52,6,26.6,3.71,21.859,1043,8.3,5.057,0.977,0.5,49,284.5,19
52,5,23.73,5.43,20.86,1450,8.3,5.833,1.2,0.5,61,400,21
52,6,20.86,19.25,22.999,1622,8.3,5.187,1.095,0.5,25,277,20
52,3,28.76,6.57,28.642,952,8.3,5.35,1.016,0.5,30,265,24
52,6,28.48,5.13,27.633,1186,8.3,5.603,0.993,0.5,40,283,23
52,5,17.93,8.33,21.695,1696,8.3,5.099,1.05,0.5,40,282,23
52,3,28.76,6.57,28.372,1092,8.3,5.219,0.981,0.5,30,267.5,24
52,3,28.77,6.57,31.343,1060,8.3,5.332,0.983,0.5,29,298.5,25
52,3,29.56,6.43,24.506,1263,8.3,5.374,1.064,0.5,38,273,20
52,5,27.39,4,21.991,1353,8.3,5.354,0.856,0.5,47,266.5,21
52,3,29.56,6.43,24.009,1124,8.3,5.272,0.984,0.5,38,263,20
52,3,28.76,6.57,28.552,972,8.3,5.39,1.02,0.5,30,277,24
52,3,28.76,6.57,27.981,1171,8.3,5.272,0.997,0.5,30,269,24
52,5,24.57,1.71,21.197,2100,8.3,5.517,1.116,0.5,68,395.5,20
52,3,29.92,6.43,28.695,687,8.3,5.919,1.281,0.5,100,310,25
52,6,26.63,3.71,21.476,652,8.3,5.181,0.909,0.5,48,262,23
52,6,26.65,3.71,21.6,754,8.4,5.136,0.927,0.5,50,269.5,23
52,3,28.76,6.57,28.207,1151,8.4,5.246,1.011,0.5,30,262.5,24
52,5,17.93,8.33,21.307,1494,8.4,5.21,0.996,0.5,40,289.5,23
52,5,26.99,4,24.871,935,8.4,5.392,0.793,0.5,46,282,24
52,5,27.38,4,20.203,1910,8.4,5.251,0.822,0.5,46,274,19
52,6,18.34,10.38,18.94,1458,8.4,4.83,0.803,0.5,43,278,22
52,2,28.8,13.17,25.68,737,8.4,5.579,0.957,0.5,30,277,22
52,6,26.65,3.71,21.068,2155,8.4,5.163,0.963,0.5,50,279,23
52,5,27.38,4,20.325,1331,8.4,5.264,0.809,0.5,46,264.5,15
52,5,27.38,4,19.516,1750,8.4,5.324,0.805,0.5,46,267,17
52,5,27.38,4,19.708,2150,8.4,5.214,0.83,0.5,46,264.5,19
52,2,28.8,13.17,26.085,717,8.4,5.646,0.991,0.5,30,287.5,22
52,5,27.38,4,20.273,1351,8.4,5.27,0.81,0.5,46,269.5,15
52,5,17.36,8.33,21.114,1456,8.4,4.814,1.015,0.5,46,281.5,22
52,6,26.59,3.71,22.784,1221,8.4,5.185,1.022,0.5,47,299.5,21
52,5,27.38,4,19.749,1991,8.4,5.208,0.794,0.5,46,267.5,19
52,6,26.6,3.71,21.792,1243,8.4,5.12,0.925,0.5,49,290,19
52,6,20.86,19.25,24.14,1543,8.4,5.269,1.109,0.5,25,287.5,20
52,6,20.87,19.25,23.134,1023,8.4,4.972,0.982,0.5,43,264.5,21
52,5,17.48,8.33,21.29,2143,8.4,5.053,1.036,0.5,37,285,21
52,6,26.65,3.71,21.541,735,8.4,5.138,0.943,0.5,50,267,23
52,5,27.41,4,22.344,1530,8.4,5.466,0.816,0.5,46,280,22
52,6,20.87,19.25,22.88,1803,8.4,4.812,0.98,0.5,43,272,21
52,6,26.6,3.71,21.937,603,8.4,4.999,0.898,0.5,49,272,20
52,6,20.87,19.25,22.61,1664,8.5,4.866,1.015,0.5,43,277.5,21
52,6,18.03,10.38,20.444,2059,8.5,4.945,0.86,0.5,30,297,24
52,5,17.48,8.33,21.411,2083,8.5,4.989,1.029,0.5,37,284,21
52,6,20.87,19.25,23.641,1002,8.5,5,0.936,0.5,43,273.5,21
52,6,20.87,19.25,22.635,1844,8.5,4.876,1.006,0.5,43,265.5,21
52,6,20.87,19.25,22.522,1864,8.5,4.854,0.996,0.5,43,267.5,21
52,5,17.48,8.33,21.389,2103,8.5,4.996,1.073,0.5,37,282.5,21
52,5,17.36,8.33,21.679,1576,8.5,4.759,1.048,0.5,46,292.5,22
52,6,20.87,19.25,23.035,1103,8.5,4.913,0.961,0.5,43,270,21
52,5,23.73,5.43,19.498,1490,8.5,5.812,1.134,0.5,61,389,21
52,6,26.65,3.71,21.443,935,8.5,5.123,0.917,0.5,50,265.5,23
52,5,27.38,4,20.28,2090,8.5,5.258,0.833,0.5,46,268.5,19
52,6,18.34,10.38,19.333,896,8.5,4.812,0.76,0.5,43,276,23
52,6,20.86,19.25,22.456,1702,8.5,5.216,1.028,0.5,25,266,20
52,6,20.87,19.25,22.435,1683,8.5,4.823,1.038,0.5,43,278.5,21
52,6,20.87,19.25,22.111,1724,8.5,4.832,1.017,0.5,43,270,21
52,6,26.59,3.71,21.236,685,8.5,5.086,0.867,0.5,53,266.5,21
52,6,26.59,3.71,21.638,1666,8.5,5.191,0.936,0.5,53,292.5,21
52,6,20.86,19.25,23.654,680,8.5,4.987,1.066,0.5,25,272,20
52,6,26.6,3.71,21.928,624,8.5,5.103,0.953,0.5,49,273.5,20
52,6,20.87,19.25,22,1744,8.5,4.862,1.012,0.5,43,267.5,21
52,5,27.38,4,20.073,1930,8.5,5.247,0.848,0.5,46,274.5,19
52,6,26.63,3.71,20.94,1271,8.5,5.202,0.917,0.5,48,271,20
52,2,28.79,13.17,23.852,1155,8.5,5.66,0.949,0.5,99,295.5,23
52,3,28.76,6.57,27.897,767,8.5,5.339,1.041,0.5,30,274,24
52,6,26.63,3.71,20.674,1331,8.5,5.194,0.901,0.5,48,272.5,20
52,6,26.63,3.71,20.8,1291,8.5,5.195,0.929,0.5,48,272,20
52,6,26.59,3.71,20.814,665,8.5,5.106,0.899,0.5,53,258.5,20
52,6,26.6,3.71,21.538,703,8.6,5.098,0.919,0.5,49,275,20
52,5,24.55,5.14,16.59,1250,8.6,5.059,0.643,0.5,46,241.5,20
52,6,26.6,3.71,21.577,664,8.6,5.11,0.967,0.5,49,271,20
52,6,26.65,3.71,21.034,2036,8.6,5.129,0.936,0.5,50,270.5,23
52,5,27.41,4,21.69,1750,8.6,5.381,0.767,0.5,45,280.5,22
52,6,26.59,3.71,21.527,745,8.6,5.098,0.904,0.5,53,273.5,21
52,6,26.65,3.71,20.628,1376,8.6,5.12,0.866,0.5,50,269.5,23
52,6,28.55,5.13,27.708,1351,8.6,5.469,1.037,0.5,39,260,23
52,6,26.63,3.71,20.2,2110,8.6,5.203,0.886,0.5,48,264,20
52,3,28.76,6.57,28.412,786,8.6,5.348,1.055,0.5,30,275,24
52,6,20.87,19.25,22.632,1223,8.6,4.842,0.996,0.5,43,268.5,21
52,5,24.55,5.14,20.352,1849,8.6,5.648,1.229,0.5,53,394,21
52,6,26.59,3.71,21.017,985,8.6,5.15,0.884,0.5,53,274,21
52,6,26.59,3.71,21.153,965,8.6,5.153,0.902,0.5,53,269.5,21
52,6,26.6,3.71,19.345,1763,8.6,5.204,0.928,0.5,49,254,19
52,6,26.59,3.71,21.718,601,8.6,5.142,0.835,0.5,47,266,21
52,6,26.59,3.71,21.781,865,8.6,5.156,0.884,0.5,53,279.5,21
52,6,15.08,5.25,22.334,1845,8.6,5.715,1.164,0.5,100,287,21
52,6,26.6,3.71,21.3,883,8.6,5.077,0.854,0.5,49,271,20
52,6,26.63,3.71,20.322,1371,8.6,5.175,0.968,0.5,48,268.5,20
